,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
16951,8,11,1,1,0,1,24,4.0,1,0,1,77,0
16952,8,31,2,0,0,2,50,4.0,23,1,0,85,1
16953,8,14,2,1,0,1,27,3.0,3,0,0,76,0
16954,7,5,0,1,2,1,23,5.0,2,1,0,55,0
16955,4,30,0,1,0,1,30,4.0,4,0,0,62,0
16956,7,25,0,1,0,4,26,2.0,4,0,0,49,0
16957,4,4,0,1,0,1,35,4.0,10,1,0,58,0
16958,7,33,0,1,2,1,28,2.0,5,0,0,48,0
16959,4,14,0,1,2,1,32,4.0,6,1,0,58,0
16960,7,20,0,1,0,2,38,5.0,2,1,0,48,0
16961,5,31,2,0,0,1,54,1.0,11,0,0,69,0
16962,7,11,2,0,0,1,33,2.0,8,0,0,49,0
16963,4,4,0,1,2,1,38,3.0,7,0,0,62,0
16964,0,11,2,1,0,2,34,1.0,4,0,0,86,0
16965,7,11,0,0,2,1,32,4.0,10,0,0,53,0
16966,7,4,0,1,2,2,39,3.0,9,0,0,49,0
16967,8,21,2,0,0,1,34,4.0,8,1,0,81,0
16968,5,18,0,0,0,1,35,5.0,2,1,0,68,0
16969,8,11,0,0,0,1,24,1.0,1,1,0,78,0
16970,7,7,0,1,2,1,32,1.0,3,0,0,53,0
16971,4,4,0,0,2,1,36,4.0,4,0,0,58,0
16972,4,11,0,0,2,2,35,2.0,10,0,0,55,0
16973,5,4,0,0,2,1,30,3.0,3,1,0,68,0
16974,4,24,0,1,0,1,33,5.0,6,1,0,59,0
16975,5,18,0,0,0,1,36,5.0,8,0,0,70,0
16976,7,11,2,1,0,1,59,3.0,29,0,0,48,0
16977,0,14,0,1,1,2,29,5.0,2,1,0,86,0
16978,7,31,0,1,0,2,36,3.0,7,0,0,53,0
16979,5,6,0,1,2,1,35,3.0,11,0,0,66,0
16980,4,7,0,0,0,1,38,4.0,5,1,0,60,0
16981,0,18,0,1,2,1,29,4.0,4,0,1,85,0
16982,8,13,2,1,0,1,36,3.0,9,0,0,80,0
16983,4,6,0,1,2,1,31,4.0,5,1,0,55,0
16984,4,31,2,1,2,1,39,5.0,11,0,0,64,0
16985,4,6,0,1,0,2,37,3.0,8,0,0,57,0
16986,0,31,0,1,0,1,30,2.0,3,0,0,83,0
16987,5,19,0,1,2,1,43,5.0,10,1,0,71,0
16988,7,8,2,1,0,1,42,5.0,12,1,0,51,0
16989,5,23,0,0,2,1,30,5.0,8,1,0,66,0
16990,1,11,2,1,2,1,34,2.0,10,0,0,66,0
16991,4,14,1,1,0,3,26,5.0,4,1,0,63,0
16992,5,11,0,1,0,1,28,3.0,9,1,0,74,0
16993,7,14,0,0,2,1,29,3.0,1,1,0,51,0
16994,1,14,0,0,0,2,29,3.0,3,0,0,68,0
16995,4,6,0,0,0,1,48,3.0,16,0,0,59,0
16996,8,11,0,0,2,2,43,4.0,5,1,0,80,0
16997,8,28,2,0,0,1,39,3.0,9,0,0,79,0
16998,4,31,2,0,0,1,41,4.0,8,1,0,59,0
16999,4,11,0,1,0,2,41,3.0,5,0,0,59,0
17000,4,6,0,0,2,1,32,3.0,4,1,0,63,1
17001,4,4,2,1,2,1,36,5.0,6,1,0,53,0
17002,0,31,0,1,0,2,33,3.0,7,0,0,85,0
17003,1,11,0,1,2,1,33,3.0,4,1,0,59,0
17004,0,11,0,1,0,1,50,3.0,19,1,0,84,0
17005,1,20,0,1,0,3,34,3.0,6,1,0,56,0
17006,7,11,2,1,0,1,37,1.0,10,0,0,54,0
17007,7,20,2,1,2,1,41,4.0,7,1,0,91,1
17008,7,11,0,1,0,1,47,2.0,16,0,0,52,0
17009,4,28,0,0,0,1,36,5.0,2,0,0,69,1
17010,0,31,0,1,2,1,40,5.0,8,1,0,82,0
17011,0,24,0,1,0,1,31,2.0,2,0,0,79,0
17012,8,11,1,1,2,1,23,2.0,1,0,0,82,0
17013,7,7,0,1,2,1,39,2.0,11,0,0,51,0
17014,5,31,2,1,0,1,44,5.0,6,1,0,71,1
17015,5,14,0,1,0,1,33,3.0,5,0,0,69,0
17016,5,11,2,1,0,2,33,3.0,5,1,0,65,0
17017,7,17,2,0,0,1,34,4.0,10,0,0,51,0
17018,8,5,0,1,2,3,33,3.0,4,0,0,79,0
17019,5,4,0,0,2,1,30,3.0,7,1,0,67,1
17020,4,10,0,1,0,1,32,5.0,7,1,0,55,0
17021,0,14,2,1,0,1,39,1.0,5,0,0,80,0
17022,4,10,0,1,2,2,31,3.0,4,0,0,57,0
17023,4,6,0,1,2,2,38,4.0,9,0,0,57,0
17024,7,21,0,1,0,1,34,3.0,4,0,0,53,0
17025,5,28,2,1,0,1,34,1.0,9,0,0,70,0
17026,4,14,0,1,0,3,32,3.0,3,0,0,57,0
17027,1,5,0,1,0,1,34,4.0,3,1,0,61,0
17028,7,20,0,1,0,1,30,3.0,1,1,0,48,0
17029,2,7,1,1,0,1,22,3.0,2,0,0,49,0
17030,7,11,2,1,0,1,57,3.0,16,0,0,50,0
17031,7,6,2,1,2,1,23,5.0,2,0,0,49,0
17032,8,1,2,0,0,2,35,4.0,7,0,0,79,0
17033,1,6,0,0,2,1,29,5.0,5,0,0,55,0
17034,3,11,0,1,0,1,30,4.0,1,0,0,62,0
17035,8,6,0,1,0,1,31,4.0,2,1,1,77,1
17036,7,6,0,1,2,1,34,3.0,7,1,0,52,0
17037,2,12,0,1,0,1,29,1.0,2,0,0,48,0
17038,8,11,2,0,2,1,46,3.0,6,0,0,78,0
17039,0,14,0,1,0,1,26,3.0,1,0,0,80,0
17040,0,18,0,1,0,2,23,3.0,1,0,0,82,0
17041,2,14,0,0,0,1,27,3.0,1,0,0,45,0
17042,4,11,1,0,2,1,23,3.0,1,1,0,54,0
17043,7,27,0,1,0,1,29,3.0,5,0,0,50,0
17044,4,11,0,0,2,1,46,3.0,10,0,0,59,0
17045,7,2,0,1,0,1,37,3.0,10,0,0,51,0
17046,1,4,0,1,0,1,42,5.0,11,0,0,52,0
17047,1,14,0,0,0,2,31,1.0,5,1,0,62,0
17048,4,11,2,1,0,1,43,5.0,11,0,0,59,0
17049,2,14,2,1,0,1,37,5.0,10,1,0,47,0
17050,7,21,2,1,0,2,37,3.0,9,0,0,49,0
17051,7,2,0,1,0,1,23,3.0,2,0,0,49,0
17052,4,11,2,0,0,1,38,1.0,4,0,0,64,0
17053,6,18,0,1,2,4,28,3.0,3,0,0,83,0
17054,7,18,0,1,0,1,27,3.0,3,0,0,49,0
17055,1,4,2,1,2,1,36,5.0,6,1,0,58,0
17056,4,30,0,0,0,1,26,3.0,4,0,0,61,0
17057,7,12,0,1,2,1,36,1.0,3,1,0,54,0
17058,1,14,2,1,0,2,33,4.0,7,0,0,58,0
17059,4,18,0,1,2,1,30,5.0,4,1,1,61,0
17060,7,19,0,1,0,1,32,5.0,5,0,0,45,0
17061,1,14,2,1,0,1,37,3.0,7,0,0,58,0
17062,7,31,0,1,2,1,29,4.0,6,0,0,49,0
17063,8,11,2,0,1,1,55,3.0,7,0,0,82,0
17064,4,31,0,0,0,1,28,5.0,4,0,0,64,0
17065,8,24,2,1,0,1,46,3.0,17,0,0,80,0
17066,4,18,0,1,2,1,26,3.0,2,0,0,60,0
17067,7,18,0,1,2,5,25,4.0,1,0,1,51,0
17068,5,24,0,0,0,1,39,4.0,4,1,0,71,0
17069,4,31,0,1,0,3,38,3.0,7,0,0,59,0
17070,4,6,0,1,0,1,41,5.0,11,0,0,60,0
17071,7,19,0,1,2,1,28,4.0,3,0,0,48,0
17072,0,14,0,1,2,2,30,4.0,6,0,0,82,0
17073,8,14,0,1,0,1,38,2.0,7,0,0,76,0
17074,4,11,0,1,1,1,34,4.0,5,0,0,57,0
17075,7,23,0,1,0,1,31,4.0,7,0,0,50,0
17076,7,1,0,1,0,1,27,5.0,1,0,0,51,0
17077,7,11,0,1,2,1,59,5.0,3,1,0,47,0
17078,4,15,0,0,0,2,34,3.0,4,1,0,54,0
17079,4,18,2,0,0,1,39,3.0,3,0,0,57,0
17080,4,10,0,0,2,1,34,3.0,7,1,0,62,0
17081,5,5,2,1,0,1,39,5.0,10,1,0,67,0
17082,7,14,0,1,0,1,43,2.0,2,1,0,50,0
17083,7,23,0,1,0,1,30,4.0,5,0,0,46,0
17084,7,20,0,1,0,2,33,5.0,4,1,0,50,0
17085,7,14,0,1,1,1,28,3.0,2,1,0,51,0
17086,7,18,0,0,2,1,34,4.0,7,0,0,58,1
17087,4,4,0,1,2,1,28,3.0,3,1,0,59,1
17088,1,14,0,1,0,1,30,5.0,2,1,0,92,1
17089,7,14,0,1,1,1,31,5.0,1,1,0,50,0
17090,7,33,0,1,2,2,26,1.0,2,0,0,49,0
17091,7,4,0,1,2,1,26,2.0,2,0,0,47,0
17092,4,14,2,1,0,1,56,3.0,21,0,0,63,0
17093,2,2,0,0,0,1,30,4.0,4,1,0,49,0
17094,4,6,2,1,0,1,42,3.0,7,0,0,59,0
17095,7,11,0,0,2,1,28,5.0,5,0,0,46,0
17096,7,31,0,1,2,1,28,5.0,2,1,0,47,1
17097,8,31,2,1,0,4,38,1.0,4,1,0,79,0
17098,8,31,0,1,0,1,28,3.0,6,1,0,84,0
17099,4,11,0,1,0,1,50,5.0,15,1,0,58,0
17100,1,31,0,1,0,1,33,2.0,4,0,0,60,0
17101,3,4,0,1,2,1,29,3.0,4,1,0,64,0
17102,8,4,2,1,0,1,52,3.0,7,0,0,78,0
17103,7,28,0,0,0,1,27,5.0,4,1,0,48,0
17104,5,4,0,1,2,1,27,4.0,3,0,0,78,1
17105,8,6,2,1,2,1,32,4.0,6,1,0,81,1
17106,5,11,2,1,0,1,46,3.0,4,0,0,72,0
17107,4,2,0,1,2,3,45,4.0,2,0,0,61,0
17108,7,6,0,1,2,1,31,4.0,7,0,0,52,0
17109,7,24,0,1,2,1,38,2.0,9,0,0,53,0
17110,7,0,0,1,0,1,32,5.0,7,1,0,50,0
17111,4,6,2,0,2,1,53,3.0,20,0,0,59,0
17112,0,19,0,1,0,1,36,3.0,3,1,0,84,0
17113,8,11,0,1,1,1,24,3.0,2,0,0,77,0
17114,0,21,0,1,0,1,36,4.0,7,1,0,85,0
17115,4,22,0,1,0,1,28,5.0,2,1,0,61,0
17116,8,14,0,1,0,2,27,1.0,2,0,0,78,0
17117,7,25,0,0,2,1,32,3.0,7,0,0,52,0
17118,8,2,0,1,2,1,33,3.0,6,0,0,79,0
17119,7,20,2,1,0,1,39,5.0,5,1,0,50,0
17120,7,6,0,0,0,1,28,3.0,1,0,0,47,0
17121,7,3,0,1,0,1,34,3.0,9,0,0,51,0
17122,5,3,0,0,2,1,26,3.0,2,0,0,68,0
17123,8,26,0,0,0,1,46,1.0,16,0,0,83,0
17124,8,11,0,1,0,2,42,3.0,13,0,0,83,0
17125,1,23,0,1,0,1,29,3.0,5,0,0,58,0
17126,5,31,2,1,2,1,45,3.0,2,1,0,68,0
17127,8,11,0,0,1,1,31,5.0,5,0,1,90,1
17128,0,25,0,1,2,1,30,1.0,6,0,0,90,0
17129,5,14,0,0,0,3,29,5.0,5,1,1,87,1
17130,0,18,0,1,0,1,28,3.0,5,0,0,89,0
17131,0,24,0,1,0,1,26,5.0,1,1,0,84,0
17132,8,11,0,1,0,1,26,5.0,3,1,0,80,0
17133,7,0,0,1,0,1,34,5.0,4,0,0,55,0
17134,7,6,0,1,2,1,37,5.0,10,0,0,51,0
17135,1,3,0,1,0,1,28,4.0,2,1,0,61,0
17136,8,11,0,1,0,2,42,3.0,3,1,0,80,1
17137,4,24,0,0,2,1,31,5.0,5,0,0,57,0
17138,8,7,0,0,0,1,28,4.0,3,0,0,80,0
17139,7,4,0,0,2,1,31,4.0,6,0,0,66,1
17140,1,2,0,0,0,1,31,3.0,5,0,0,58,0
17141,5,11,0,0,0,1,35,5.0,9,1,0,69,1
17142,7,14,0,1,0,1,33,5.0,5,1,0,49,0
17143,2,14,0,1,0,1,29,4.0,6,1,0,50,0
17144,0,20,2,1,0,1,31,5.0,2,1,0,89,1
17145,1,14,2,1,2,2,33,5.0,8,1,0,59,1
17146,7,15,2,1,2,1,42,4.0,4,1,0,51,0
17147,2,19,0,0,0,1,26,3.0,3,1,0,54,0
17148,8,11,0,1,0,1,33,4.0,8,1,0,79,0
17149,0,21,0,1,0,1,36,3.0,4,0,0,86,0
17150,7,29,0,1,0,1,40,1.0,6,0,0,48,0
17151,8,11,0,1,2,1,58,2.0,26,0,0,82,0
17152,8,11,0,0,2,1,39,3.0,9,0,0,82,0
17153,7,11,0,0,2,2,34,1.0,7,0,0,49,0
17154,0,31,0,1,2,2,32,4.0,5,0,0,82,0
17155,7,7,0,0,0,1,36,5.0,8,0,0,52,0
17156,6,14,0,1,2,1,28,5.0,3,1,0,85,0
17157,7,20,0,1,2,1,33,4.0,4,0,0,50,0
17158,4,14,0,1,2,2,25,3.0,6,0,1,58,0
17159,7,11,0,0,2,1,49,3.0,3,1,0,46,0
17160,7,19,0,1,2,1,28,3.0,4,0,0,50,0
17161,0,10,0,1,0,1,30,5.0,4,1,0,87,0
17162,7,17,0,1,2,1,30,2.0,5,0,0,53,0
17163,4,11,1,1,0,1,22,4.0,2,0,0,51,0
17164,4,27,0,1,0,1,32,3.0,6,1,0,62,0
17165,7,6,0,0,0,1,30,5.0,3,0,0,50,0
17166,1,31,1,1,0,1,26,5.0,3,1,0,58,0
17167,7,22,0,1,0,1,43,2.0,4,1,0,49,0
17168,2,6,0,0,2,1,29,2.0,2,0,0,56,0
17169,7,11,2,0,0,1,47,1.0,16,0,0,52,0
17170,7,17,0,1,0,1,32,4.0,3,0,0,46,0
17171,7,15,2,1,2,2,35,4.0,8,0,0,47,0
17172,4,10,2,1,0,1,37,1.0,7,0,0,59,0
17173,4,24,0,1,0,1,26,3.0,3,0,0,63,0
17174,7,19,0,1,2,2,40,3.0,8,0,0,48,0
17175,4,25,0,1,2,1,33,1.0,5,0,0,59,0
17176,7,6,0,1,2,1,37,4.0,3,1,0,54,0
17177,5,18,0,1,0,2,26,3.0,2,1,0,93,1
17178,7,31,0,1,0,1,29,5.0,2,0,0,51,0
17179,2,31,0,0,2,2,30,4.0,6,0,0,46,0
17180,4,11,2,0,0,1,29,4.0,6,1,0,58,0
17181,4,11,2,1,2,1,42,4.0,11,0,0,60,0
17182,7,6,0,1,2,1,35,5.0,9,0,0,50,0
17183,1,11,0,1,2,1,32,1.0,2,0,0,63,0
17184,4,19,2,0,2,1,35,3.0,3,0,0,64,0
17185,4,4,0,1,0,3,32,5.0,5,1,0,60,0
17186,4,0,2,1,2,1,34,5.0,2,0,0,58,0
17187,6,14,0,1,0,2,30,4.0,2,0,0,86,0
17188,4,11,0,0,0,1,30,3.0,1,0,0,56,0
17189,4,11,0,0,2,1,58,3.0,28,1,0,58,0
17190,8,11,0,1,0,2,29,2.0,7,1,0,78,0
17191,1,11,2,1,0,1,36,4.0,4,1,0,59,0
17192,0,31,2,1,2,1,39,3.0,12,0,0,86,0
17193,1,2,0,1,2,1,27,3.0,2,0,0,63,0
17194,5,14,0,1,2,4,31,4.0,8,0,0,73,0
17195,7,31,0,1,2,1,22,5.0,1,0,0,50,0
17196,1,14,0,1,0,1,30,5.0,3,1,0,57,0
17197,0,24,0,1,0,1,27,1.0,2,0,0,81,0
17198,7,1,0,1,2,1,33,4.0,5,1,0,48,0
17199,7,19,0,1,0,1,25,2.0,2,0,0,51,0
17200,5,4,0,0,2,1,28,4.0,5,1,0,73,0
17201,5,11,0,0,2,1,52,4.0,4,1,0,72,0
17202,7,17,2,1,0,1,38,2.0,10,0,0,50,0
17203,8,11,0,0,2,1,39,3.0,7,0,0,81,0
17204,6,11,2,1,0,2,34,3.0,8,0,0,85,0
17205,4,25,0,1,0,1,26,2.0,1,1,0,57,0
17206,8,24,0,1,2,1,32,2.0,3,0,0,79,0
17207,7,18,2,1,0,1,46,2.0,7,0,0,53,0
17208,7,30,0,0,0,1,40,1.0,6,1,0,49,0
17209,4,28,0,1,0,1,26,5.0,2,0,0,60,0
17210,5,15,0,1,2,1,27,4.0,1,0,0,69,0
17211,5,14,0,1,2,1,30,4.0,7,0,0,71,0
17212,4,24,2,1,0,1,35,4.0,2,1,0,54,0
17213,8,7,1,0,0,1,24,4.0,3,0,0,78,0
17214,7,11,2,1,2,1,36,5.0,5,1,0,49,0
17215,1,11,0,1,2,1,38,2.0,10,0,0,58,0
17216,8,11,0,0,0,1,36,2.0,9,0,0,78,0
17217,5,14,0,0,0,1,30,5.0,4,0,0,70,0
17218,5,11,0,0,0,2,30,1.0,4,0,0,71,0
17219,7,11,2,1,2,2,37,1.0,7,0,0,46,0
17220,7,10,0,1,2,1,37,1.0,8,0,0,49,0
17221,4,10,0,0,0,1,35,4.0,5,1,0,55,0
17222,7,11,0,1,2,1,59,1.0,16,0,0,50,0
17223,5,11,2,1,2,1,43,3.0,14,0,0,69,0
17224,5,8,0,1,0,1,51,4.0,18,1,0,69,0
17225,4,11,2,1,0,1,40,4.0,8,0,0,57,0
17226,4,11,0,0,2,1,35,3.0,3,0,0,59,0
17227,4,19,0,1,2,2,39,5.0,9,1,0,62,0
17228,7,11,0,0,0,1,44,3.0,9,0,0,46,0
17229,2,14,0,1,0,1,27,5.0,1,0,0,49,0
17230,4,11,0,1,0,1,38,5.0,12,1,0,57,0
17231,1,11,2,0,2,1,40,5.0,6,1,0,65,0
17232,4,11,0,1,0,1,56,3.0,17,0,0,61,0
17233,7,24,0,1,0,1,36,2.0,11,0,0,48,0
17234,7,4,0,0,2,1,23,2.0,1,0,0,48,0
17235,0,14,0,1,0,1,27,2.0,3,0,0,81,0
17236,2,18,0,0,0,1,27,3.0,4,0,0,54,0
17237,7,15,2,1,0,1,24,5.0,1,1,0,51,1
17238,0,31,2,1,2,1,39,5.0,7,1,0,87,0
17239,7,11,0,0,0,1,26,1.0,2,0,0,47,0
17240,5,18,0,0,0,2,33,3.0,4,0,0,70,0
17241,5,14,0,0,0,1,30,5.0,4,0,0,84,1
17242,7,14,2,1,2,1,44,3.0,16,1,0,47,0
17243,0,23,0,1,0,1,31,3.0,3,0,0,85,0
17244,4,10,0,1,0,1,34,5.0,3,1,0,58,0
17245,2,24,0,0,2,1,28,3.0,3,1,0,51,0
17246,4,27,0,1,0,2,30,3.0,4,0,0,59,0
17247,4,14,2,1,2,2,36,3.0,4,1,0,60,0
17248,7,6,2,1,2,1,36,4.0,4,0,0,47,0
17249,7,6,0,1,0,2,31,1.0,3,1,0,51,0
17250,7,14,0,1,2,1,23,1.0,2,0,0,50,0
17251,7,11,0,1,2,1,36,3.0,9,1,0,43,1
17252,7,14,2,1,0,4,33,1.0,3,0,0,51,0
17253,4,6,0,1,0,1,34,5.0,8,1,0,59,1
17254,4,11,2,0,0,1,42,3.0,3,0,0,60,0
17255,4,31,0,1,0,1,39,5.0,9,1,0,57,0
17256,7,11,0,0,2,1,29,2.0,4,1,0,48,0
17257,7,32,2,1,2,1,39,3.0,3,0,0,50,0
17258,8,3,0,0,0,1,26,4.0,2,1,0,78,0
17259,4,3,0,1,2,1,29,3.0,4,0,0,58,0
17260,7,33,2,1,2,1,32,1.0,9,0,0,49,0
17261,7,4,2,1,2,1,30,4.0,2,1,0,65,1
17262,7,5,2,1,0,1,45,3.0,7,0,0,54,0
17263,7,24,0,1,2,1,36,5.0,7,1,0,53,0
17264,7,24,0,1,2,2,37,2.0,2,0,0,48,0
17265,4,15,2,1,0,1,37,3.0,4,0,0,59,0
17266,4,6,2,1,0,1,36,2.0,4,0,0,57,0
17267,7,15,0,1,0,1,27,3.0,1,0,0,47,0
17268,5,14,2,0,2,1,38,3.0,7,1,0,72,0
17269,7,2,0,1,0,1,30,3.0,3,0,0,48,0
17270,8,18,2,0,0,1,35,5.0,9,1,0,86,0
17271,0,11,0,1,2,2,44,3.0,10,0,0,85,0
17272,5,4,0,0,2,1,29,3.0,4,1,0,97,1
17273,1,28,0,1,2,1,28,4.0,1,0,0,58,0
17274,0,24,2,1,0,1,33,4.0,3,0,0,84,0
17275,8,11,0,1,0,1,37,1.0,12,1,0,78,1
17276,5,14,0,0,2,1,27,5.0,4,0,1,81,1
17277,8,1,2,0,2,1,39,4.0,7,1,0,78,0
17278,7,4,2,1,0,2,40,3.0,8,0,0,49,0
17279,8,11,0,0,0,1,55,5.0,16,0,0,77,0
17280,8,14,0,0,0,1,36,3.0,3,0,0,81,0
17281,7,31,0,1,0,1,30,1.0,4,1,0,49,1
17282,1,11,2,1,0,1,42,4.0,11,0,0,60,0
17283,0,31,0,1,0,2,30,4.0,4,0,0,88,0
17284,4,11,0,1,0,1,25,4.0,2,0,0,58,0
17285,4,18,0,1,0,1,28,3.0,2,0,0,60,0
17286,8,11,0,1,2,1,34,5.0,4,1,0,77,0
17287,8,6,2,1,2,1,38,3.0,4,1,0,85,0
17288,8,19,0,1,2,3,25,3.0,1,0,0,82,0
17289,7,11,2,1,2,1,37,3.0,5,1,0,52,0
17290,4,11,2,1,0,1,42,1.0,2,0,0,63,0
17291,8,11,2,1,0,1,43,1.0,15,0,0,83,0
17292,7,1,0,1,0,1,27,4.0,4,0,0,64,1
17293,0,13,0,1,2,1,36,1.0,7,1,0,85,0
17294,7,17,2,1,0,2,38,3.0,12,1,0,50,0
17295,4,11,0,0,0,1,37,3.0,4,1,0,61,0
17296,4,12,2,1,2,1,33,3.0,4,0,0,59,0
17297,4,31,0,0,2,1,45,3.0,16,0,0,60,0
17298,7,2,2,1,2,3,42,3.0,2,0,0,56,0
17299,4,25,0,1,2,1,35,4.0,8,1,0,62,0
17300,8,24,0,0,0,1,26,3.0,2,1,0,74,0
17301,8,11,0,1,2,1,29,1.0,4,0,0,78,0
17302,7,28,0,1,0,1,34,5.0,9,0,0,53,0
17303,5,6,0,0,0,1,44,1.0,7,0,0,70,0
17304,7,11,0,1,0,1,23,4.0,2,0,0,47,0
17305,2,31,2,1,2,1,42,5.0,10,0,1,86,1
17306,4,27,0,1,0,1,30,4.0,1,0,0,55,0
17307,4,15,2,1,0,1,44,4.0,4,1,0,64,0
17308,4,4,0,0,1,1,30,5.0,6,1,0,61,0
17309,0,11,0,1,0,1,39,5.0,11,1,0,89,0
17310,4,28,2,1,0,1,31,5.0,7,1,0,57,1
17311,1,14,0,1,0,3,29,1.0,2,0,0,60,0
17312,7,33,2,1,0,1,38,1.0,10,0,0,51,0
17313,2,4,0,0,0,1,26,4.0,1,1,0,46,0
17314,7,11,0,1,0,1,23,4.0,1,1,0,50,0
17315,5,20,0,0,2,3,29,4.0,8,0,0,69,0
17316,7,3,0,1,0,1,30,3.0,5,0,0,46,0
17317,4,28,2,1,2,2,33,2.0,7,0,0,57,0
17318,0,14,0,1,1,1,28,5.0,1,1,0,83,0
17319,8,11,0,0,1,2,37,5.0,4,1,1,83,1
17320,7,15,2,1,0,1,40,4.0,6,0,0,60,1
17321,5,31,0,1,0,1,32,3.0,10,0,0,76,0
17322,0,21,0,1,0,2,30,1.0,7,0,0,83,0
17323,6,14,0,0,0,2,28,4.0,2,0,0,86,0
17324,1,7,0,1,2,1,32,3.0,7,0,0,57,0
17325,5,19,0,1,2,3,30,3.0,6,0,0,69,0
17326,2,11,0,0,2,1,58,4.0,16,0,0,55,0
17327,7,15,2,1,2,1,38,3.0,3,1,0,50,0
17328,4,18,0,0,2,1,34,5.0,6,0,0,62,0
17329,2,1,0,1,0,1,30,5.0,5,1,0,51,0
17330,7,14,0,1,0,1,25,2.0,3,0,0,47,0
17331,7,6,0,1,0,2,32,3.0,2,0,0,50,0
17332,0,25,0,1,0,1,32,1.0,9,0,0,86,0
17333,7,2,0,0,0,1,34,1.0,4,1,0,47,0
17334,5,31,0,0,2,1,29,3.0,2,1,0,66,0
17335,8,11,0,1,0,1,36,2.0,5,0,0,82,0
17336,5,31,2,0,0,1,33,4.0,5,0,0,73,0
17337,8,31,2,0,2,1,33,5.0,6,0,0,81,0
17338,5,14,2,1,2,1,50,4.0,3,0,0,64,0
17339,8,24,2,0,0,1,37,5.0,5,1,0,82,0
17340,7,14,0,1,2,1,29,1.0,3,0,0,50,0
17341,4,2,0,1,0,1,27,4.0,3,0,0,61,0
17342,4,7,0,1,0,1,28,4.0,1,0,0,59,0
17343,7,20,0,1,0,1,26,4.0,1,0,0,47,0
17344,4,14,2,0,2,1,60,4.0,4,1,0,59,0
17345,8,11,0,0,0,1,44,2.0,15,0,0,78,0
17346,0,19,0,1,0,1,31,5.0,4,1,0,85,0
17347,7,31,0,1,0,2,31,3.0,4,0,0,45,0
17348,2,14,2,1,0,1,42,3.0,12,0,0,46,0
17349,4,4,2,1,2,1,33,1.0,5,0,0,57,0
17350,4,11,2,0,2,1,29,5.0,6,0,0,56,0
17351,4,20,2,1,2,1,30,5.0,5,0,1,75,1
17352,7,6,2,1,0,1,29,3.0,3,1,0,54,0
17353,2,11,2,1,0,1,52,5.0,12,0,0,47,0
17354,4,11,0,0,2,1,28,3.0,1,1,0,68,0
17355,7,12,0,1,0,1,29,3.0,1,1,0,51,0
17356,0,14,2,1,2,1,27,3.0,1,0,0,83,0
17357,7,11,2,0,2,1,40,3.0,3,1,0,48,1
17358,4,28,0,1,2,1,41,5.0,5,1,0,61,1
17359,5,29,0,1,2,1,32,3.0,4,0,0,71,0
17360,7,23,0,1,0,1,25,1.0,2,0,0,51,0
17361,0,31,0,0,2,1,29,4.0,2,1,0,84,0
17362,2,8,0,0,0,1,27,5.0,1,0,0,45,0
17363,4,31,1,1,2,2,26,5.0,2,0,0,54,0
17364,7,31,0,0,0,1,33,5.0,8,0,0,49,0
17365,7,14,0,1,0,1,44,3.0,6,1,0,45,0
17366,4,11,0,0,2,1,38,5.0,9,0,0,94,1
17367,7,24,0,1,0,1,33,1.0,6,0,0,48,0
17368,4,24,0,0,2,2,39,3.0,11,1,0,62,0
17369,5,11,0,1,0,1,56,3.0,17,0,0,69,0
17370,4,18,0,1,0,1,33,5.0,5,0,0,56,0
17371,7,27,0,1,0,1,28,3.0,2,0,0,51,0
17372,1,11,0,1,0,1,39,4.0,14,0,0,58,0
17373,8,4,2,1,2,1,35,1.0,5,0,0,76,0
17374,8,1,2,1,0,1,32,3.0,7,0,0,79,0
17375,7,31,0,1,2,1,52,3.0,3,0,0,49,0
17376,7,14,0,1,0,2,34,3.0,4,1,0,50,0
17377,4,11,0,0,0,1,47,3.0,15,0,0,60,0
17378,4,28,0,0,2,1,36,5.0,10,0,0,60,0
17379,7,0,0,1,2,1,33,1.0,8,0,0,48,0
17380,8,11,0,1,0,1,50,1.0,7,0,0,79,0
17381,7,2,0,1,2,1,32,4.0,5,1,0,50,0
17382,5,19,0,1,2,2,30,3.0,2,0,0,70,0
17383,0,24,2,1,0,3,34,3.0,10,0,0,82,0
17384,5,15,0,0,0,1,33,5.0,4,1,0,66,1
17385,5,13,2,1,0,1,36,3.0,4,1,0,70,0
17386,5,11,2,1,0,1,39,4.0,10,0,0,68,0
17387,7,1,2,1,0,1,36,5.0,10,0,0,47,0
17388,7,11,0,1,2,1,55,3.0,14,0,0,55,0
17389,1,19,0,1,2,1,24,5.0,1,1,0,60,1
17390,5,11,0,0,2,1,30,5.0,4,1,0,71,0
17391,7,33,2,1,2,1,27,3.0,3,0,0,53,0
17392,2,31,0,1,0,2,32,5.0,4,0,0,49,0
17393,6,14,2,1,0,1,31,3.0,5,0,0,83,0
17394,4,5,0,1,0,1,38,5.0,4,1,0,60,1
17395,7,4,0,1,0,1,27,3.0,3,1,0,47,0
17396,0,14,0,1,2,3,27,4.0,4,1,0,85,0
17397,4,3,2,0,0,1,31,3.0,6,0,0,58,0
17398,4,14,0,1,0,1,24,4.0,2,1,0,58,0
17399,4,31,0,1,2,1,32,3.0,6,0,0,59,0
